ID	TITLE	COMMENT	RATING	SENTIMEN
2142	Solusi hidup di Jakarta	"Isi 50rb langsung : 543175559

Thanks for making people&#39;s live easier and more fun. So we can do something else to live our life. i think Gojek&#39;s gonna grow bigger.

Pros: user friendly, fantastic promo, there&#39;s testimonial and rating on the drivers (think about seller&#39;s rating on ebay), integrated map, timely order, and..
The drivers usually call you whenever they can&#39;t find you.
Cons: bugs sometimes

Get instantly Rp.50.000,00 after downloading by input this on referral code: 

543175559"	5	Positive
2143	My Comment	Nice Application	5	Positive
2144	Great job !!	"Just wanna say thank you , it&#39;s help me so much ..."	5	Positive
2145	Jakarta is saved!	Who knew the answer to most our problems was by certified ojek drivers!	5	Positive
2148	Saldo ga berubah	Pada saat saya melakukan redeem kode yg pertama kali, saldo saya bertambah 50rb, lalu saya share kode saya ke orang lain.. Tetapi saldo saya tidak bertambah sama sekali! Tolong diperbaiki	2	Neutral
2150	Tidak Berfungsi di Cimahi	Di Kota Cimahi, ga bisa order Gojek. Padahal drivernya ada lagi ngoprek hp gojeknya. Sudah dicoba beberapa kali di hari yg berbeda. Di kampus unjani juga beGitu. Padahal banyak user gojek disana yg ke kampusnya dari bandung/padalarang pake gojek, tapi pulangnya ga bisa pake gojek.	1	Neutral
2153	Jeleekkkk!!!!!	Tukang ojek nya lama banget datang !!!	1	Negative
2156	Gak bisa sign up	Gak dapet verification code jadi ga bisa daftar. Applikasinya eror ato gimana ya	1	Negative
2164	Lemot	"Sering Error

Harus ada update software dari PT. Gojek nya

Belum siap untuk melayani ratusan orang sekaligus..

Padahal masyarakat antusias."	1	Negative
2169	Kecewa	Saya lagi butuh banget untuk pergi karena gak ada yang bisa anterin, jarak dari rumah sekitar 10 km. Saya sudah order lumayan agak lama, dan tidak kunjung menemukan driver nya. Mungkin driver nya malas kalo jarak yang agak jauh. Padahal saya tidak memesan jarak yang melebihi 25 km sesuai jarak maksimal gojek yang telah ditentukan. Mohon untuk bisa di perbaiki lg service nya. Selebih nya yang jarak2 deket lumayan cepat respon nya.	2	Neutral
2171	Great business idea!!	"It&#39;s very helpful to me. Save time, save energy. Go food, shopping, and courier service. All great. But still need improvement in:
1. The drivers&#39; commitment in doing so. I guess the 10000 promo make them lose appetite in taking (a little bit far) order. I have to put note: additional fee for driver so they want to pick up my order
2. Go-food definitely need improvement. Update menu, vendor, etc
3. The app itself, sometimes taking very slow to finish the order. It kept saying to fill the items section first (while it was already filled)"	3	Positive
2173	No Driver Found???	No driver found, tapi kenyataan di lapangan dan gmaps, menunjukkan ada banyak pengemudi gojek?????? #berhasildicuekintukangojek	2	Negative
2174	Tambahkan info plat nomor driver	Gojek helpfull banget belakangan ini, mau ojek atau kurir so far oke, gak ada masalah. Hanya saran, di aplikasiny bisa ditambahkan info plat nomor drivernya yah, untuk memudahkan yang order juga. Karena yang order gojek dan gojeknya kan juga banyak, jadi info plat nomor driver sedikit banyak bisa memudahkan. Sukses terus!	4	Positive
2175	Smart	Good	5	Positive
2176	Gojek review	GoJek membantu banget buat anter-jemput di waktu kita lg buru2 dan ga ada waktu utk macet2an naik mobil, apalagi bs dimintain tlg buat belanjain barang2 waktu kita lg males keluar rumah. layanan 24 jam nya jg OK, mudah2an setelah promonya abis tarifnya ga mahal kyk ongkos taxi, jd kita bisa terus langganan..	4	Positive
2177	Great app in Indonesia!	"It was very helpfull if you can&#39;t see any public transportation around you. Mostly since I used Gojek, I found nice and friendly drivers. But sometimes in rush hour I can&#39;t found any drivers, I hope Gojek can fix it and get better than this time."	5	Positive
2178	Superb	Need to guide them indeed. But still very helpful!	5	Positive
2179	Aplikasi yg sangat membantu	"Gojek sangat bermanfaat????????
Gunakan nomor ini 543692414 dan dapatkan saldo sebesar Rp50.000,-"	5	Positive
2180	Good ide but BAD app	Saya sudah seringkali mengunakan aplikasi gojek dengan pilihan go-food. Pesanan direspon dgn cepat (walaupun terkadang lama banget), lalu terkadang pesanan saya dtg dlm jumlah yang tidak sesuai, saya mencantumkan jumlah (porsi) dlm pesanan go-food, namun dlm proses akhir, nominal (porsi) menghilang dan diakhir dengan nama pesanan beserta jumlah total harga saja. Hal ini menimbulkan kesalahpahaman driver gojek yg memesan orderan menu. Sebagian besar driver gojek berasal dr masyarakat menengah bwh, sehingga saya berharap kejelasan dlm aplikasi sungguh perlu diperBAIKi. Tentunya hal ini saya harapkan dpt menunjang kenyamanan serta meminimalkan kesalahpahaman yg terjadi.	1	Neutral
2181	Good app	Baru coba sekali sih, tapi kesan pertama begitu menggoda :) Pak drivernya ramah, barang langsung dikirim, dan klien saya pun senang. good job go-jek!	5	Positive
2182	Disapointment	Wasted my time waiting for a booking confirmation instead of saving it. What the fc*k	1	Negative
2183	Gojek is a fluke	"During the Ramadhan promo I ordered food using the Go-Food service but none of their abundant drivers picked up my order. The app just says &#34;no driver found&#34;, and there wasn&#39;t even a sound notification. I had to refresh the app to find that my order has been automatically canceled. NOT RECOMMENDED!!!"	1	Negative
2184	Gojek	sangat inovatif	5	Positive
2185	Wasting my time!!!	"Sudah coba 3x order, ditunggu sampai 15 menit tak kunjung datang, tak ada pemberitahuan. Padahal terdapat 2 drivers near me.
Mungkin karena tahu bakal gratis, tidak mau merespon. Lupakan saja layanan GoJek ini, mereka hanya menjemput semaunya saja."	1	Negative
2186	First time use was great but...	"The first time I used this app, I was impressed, w/the app, that is. I used it twice in one day and I was a bit disappointed that the drivers didn&#39;t know the areas I was going to, so I had to guide them the entire way. The next day, despite showing drivers in my area, I got the message &#34;no driver found&#34; after ordering/retrying several times (more than 5). Now, when I open the app, it crashes almost immediately. My excitement for this new revolutionary service has turned into disappointment. There&#39;s another service called Taksi Roda Dua that offers the same services and is cheaper. Going to give them a try."	2	Negative
2187	Good Service	Good service for drivers.	5	Positive
2188	If I can give ZERO star, I will	"I have been trying to request Go-Food with my Go-Cash money my entire week (using both my sister iPhone and my own iPhone) and nothing show up, the same excuses are Driver not found (again and agajn and again) and I think they simply lazy and do not want to give neither promotional Rp.50,000 nor service that doesn&#39;t beneficial to them."	1	Negative
2189	Pelayanan memuaskan sejauh ini	Saya dapet driver cepat. Dan driver selalu ramah dan ngobrol dijalan. Aplikasi ini dan pelayanannya memuaskan sejauh promo ini.	5	Positive
2190	Sign up trouble	"Nggak bisa sign up sama sekali di iOS, beberapa kali coba sampe reinstall still doesn&#39;t work... useless app"	1	Negative
2191	Driver not found ??	Ditambah lagi armadanya ??	2	Neutral
2195	Servis Tercepat!	Aplikasinya mudah digunakan, data driver berikut posisinya dapat diketahui, servisnya pun cepat.. Very recomended!	5	Positive
2199	Gagal order	"Saya telah 3 kali gagal order, &#34;Driver not found&#34;.
Seperti nya gojek belum siap menerima orderan nih.."	1	Negative
2203	Ok di awal aja tapi mahal	Voucher: 542546427. Awalnya cepat dapat driver tapi sekarang app-nya loading terus. Harga ga muncul2, credit saya juga ga muncul2- selalu loading.. Tarif lebih mahal drpd taxi Blueb** skrg malah naik hrgnya pas jem sibuk. dan nomer CS ga pernah bisa di hubungi, pagi, siang, malem sama aja.	1	Negative
2206	It did not work...	"Didn&#39;t work...i tried to use it to pick up good from Puri Indah to Pondok Indah....fare calculation took forever and when it showed...no response from driver to accept my order...when repeat the process....again fare calculation never success...what a waste of time"	1	Negative
2207	Apps berfungsi tapi order tidak tiba	"Saya order Gojek food dgn pilihan menu dari restaurant yg terdaftar di list Gojek. Namun dua driver Gojek yg &#39;pick-up&#39; order saya, dua2nya mengaku tidak menemukan menu dan restaurant tsb, dan meminta saya men-cancel order. Mohon maaf terhadap kedua driver Gojek, saya terlanjur memberi Anda review yg kurang baik padahal mungkin kesalahan ada pada sistem pendaftaran menu/restaurant."	2	Negative
2208	Aneh	Setiap restoran diliat di go-jek appnya semuanya ad tulisan closed tapi yg aslinya tidak tutup tolong perbaikin ini	1	Negative
2209	good	solusi ditengah kemacetan jkt with reasonsble price.Semoga tarifnya tetap reasonable ya......	5	Positive
2211	Good Job!	"Kalo gua sih ya merasa sangat dibantu dengan kehadiran aplikasi ini. Kenapa? 
1st: Aman
Karena ada di bawah naungan sebuah perusahaan (identitas diri pengemudi pun lengkap)
2nd: Nyaman
Karena gua ga perlu lagi ke depan apt utk panggil ojek, secara jakarta andalan kendaraan adl motor.
3rd: Time Keeper
Pada saat chargeran laptop gua ketinggalan di kantor klien yg notabene jauhhh bgt dr tmpat gua sedangkan gua sangat butuh utk next meeting, gua pakai jasa kurir dari Gojek dan hasilnya cukup sangat baik dan membantu sekali.
4th: Notification Reminder
Gua selalu ada kok ya notifikasi dari app ini, baik disaat gua dpt drivernya, drivernya sdh sampai, bahkan lagi otw ke tujuan gua lalu berakhir di tujuan, semua ada notifikasinya. Mungkin kalo yg blm ada, coba deh cek lagi jaringan lu.. Karna segala sesuatu yg berhubungan dengan &#34;online&#34; lu harus punya koneksi inet yg lancar. 
5th: Great Driver
Setelah gua tau sndiri dr drivernya bahwa ada pelatihannya utk bagaimana bersikap dan bawa motor dengan baik, gua lgs menarik kesimpulan bahwa app ini bukan hanya berguna buat para penumpang Gojek, tapi juga utk driver itu sndiri. Mereka dilatih utk bagaimana cara mengendalikan diri dan menjadi pribadi yg lbh baik. 

Harapan gua sebagai pelanggan:
1. Semoga makin maju dan sukses dengan peningkatan layanan dan kualitasnya.
2. Gua ud ngebayangin Gojek itu sama seperti Drivernya Taxi Bluebird yang sangat sopan dan punya kepribadian yg baik.
3. Membantu para ojek-ojek yang blm bergabung dlm menyelesaikan kesulitan dokumen mereka(SIM/STNK) yg bermasalah, sehingga merekapun bisa bergabung dan menikmati benefit yang diberikan oleh pihak Gojek.
4. Semoga para Driver Gojek dilindungi dari hal-hal yang buruk oleh para ojek yg belum bergabung.

Terima kasih Gojek!"	4	Positive
2213	mantab	solusi tepat pada rush hour	5	Positive
2214	Awesome!	Pertama kali hari ini pakai gojek karena kurir mendadak sakit, langsung panggil 3 driver, semuanya datang tepat waktu sesuai aplikasi dan sampai mengirim paket juga tepat waktu. Will definitely use it again!	5	Positive
2215	Crash many times	Yeap crash many times	1	Negative
2216	Tidak ada customer service, resiko ditanggung pengguna karena gojek tidak peduli	"Memberi 2 driver rating 1 bintang tapi sampai sekarang tidak dihubungi oleh go jek. Mencoba menelpon tetapi nomor CS tidak bisa dihubungi selama 1 hari penuh. Dicoba hari berikutnya, berkali-kali telp tidak ada yg angkat.
Kejadian kedua driver tsb:
1. Membeli dari restoran yang salah dan pesanan makanan yg salah, mengaku bon hilang, meminta jumlah uang yang lebih daripada pada saat di check ke restaurant tsb.
2. Setelah 2 jam makanan baru diantar, berani meminta tips dan raut wajah marah pada saat ditolak.
Oh, dan yang muncul di app &#34;we will notify you when we have found a driver&#34; adalah bohong karena tidak muncul notifications di iphone."	1	Negative
2217	Go-Jek Bandung Juara	Praktis, ekonomis ^_^v	5	Positive
2218	Helpful!	This app is really helpful but sometimes my address cannot be located correctly. Some of the address in map wrong even you locating in the right place, so Ojek sometimes got missed-place and took some times. Thanks! Good luck	4	Positive
2219	Crash terus	Kmrn baik baik aja n bgs sekarang crash terus nihhh app ga bs dipake	2	Negative
2220	Crash	The service is excellent, but the app is always crash when i tried to top-up my wallet. Please fix this.	1	Neutral
2221	DOMINATING	gojek is literally everywhere and dominating the streets. whenever i see them, they just remind me of their good service. thank you gojek!	5	Positive
2222	Application crashing	Keeps on crashing and cannot order from the application :(	1	Negative
2223	Parah	Gimana bisa mesen kalo crash mulu woi	1	Negative
2224	Bagus	Sering sering adain promo kaya promo 10rb itu hehe!!	5	Positive
2225	Cool inovation	Helpful!	5	Positive
2226	Review	App nya crash terus!! Tolong diperbaiki agar service nya semakin baik	3	Neutral
2227	Outstanding!!	Amazing service!! However it crashes a lot when I try to check my credit or even try to fill in Gojek credit, have not been able to do that until now.	5	Positive
2228	Makin mantap	Makin berangkat	4	Positive
2233	Go jeck	Lama banget saya sudah menunggu 2 jam pesenan ku belum datang	1	Negative
2238	App keeps crashing	Di update terbaru, crash terus kalau discroll mentok ke bawah (iOS 8). Please fix this and update the menu + price for the go-food. Untuk go-jek, selain masalah order makanan, just keep up the good work!	3	Neutral
2242	Kereeenn	"Appnya praktis mesen wojex...mantap masukin aja &#34;542623677&#34; no ref buat dapatin 50rb...keren deh"	4	Positive
2245	Bagusss	Aplikasinya sangat bermanfaat	5	Positive
2253	Good for nothing.	"One would think that a huge telecommunications outfit like Indonesia&#39;s Telkom could perfect an app, especially one designed to market its product to iPad and iPhone users. One would be very wrong to think so. This app does nothing it claims to do. Telkom should be embarrassed, but shame doesn&#39;t come easily to such corporations."	1	Negative
2254	Sampah	Applikasi ini selalu mau BAB ketika saya perlu pakai ini. Malu2 telkomsel!	1	Negative
2255	New design please	Design baru mungkin bagus, biar org tertarik buat download.	1	Positive
2256	This app is sh*t	Guoblok	1	Negative
2257	Useless	"If you&#39;re not online, you can&#39;t use the app. So if you ran out of quota and you need to buy more, you have to do it old school with the USSD code, and THEN you can access the app to see your quota.

Otherwise you just see the terrible splash screen and you get no explanation whatsoever. So you could be sitting there waiting for the app to load so you can top up your internet, but nope. You need Internet to buy Internet. Go figure.

Also it seems like it&#39;s not designed with iOS in mind. The buttons crashed against iPhone&#39;s status bar and it overall looked like something that belongs in the early 2000s Nokia phone, not a 2014 iPhone.

Terrible app, terrible interface, pretty much terrible everything."	1	Negative
2258	Automatic login failed	Sebagai perusahaan besar jasa telekomunikasi selayaknya anda memberikan pelayanan yang terbaik untuk para pelanggannya. MENYEBALKAN jika setiap mengecek kuota internet serta pulsa HARUS menghubungi *323# untuk mendapatkan password login baru. Pelayanan kalian tidak sesuai dengan harga yang saya bayar. Mengecewakan!	1	Negative
2259	Pointless apps since this update	"The developer of this apps should be have a rough day and drunk trough all days and night from last 69 years, and then he decide to ruin all people life, because all people need to felt his suffer from his childhood.
PS : this apps is inside job, malih tongtong for president"	1	Negative
2260	Bring back some memories	"Such a great app! Perfect match with iphone 3G! And that was 7 years ago damnit. Perusahaan komukasi indo salah satu yg terbesarnya aja begini; pelit, ga maju2, pengaduan customer lewat doang kaya buang air."	1	Negative
2261	Can't even login	This should be taken down	1	Negative
2262	Bahasa Ingris di mana?	Bahasa Ingris di mana?	1	Negative
2263	Auto Login Fail	Auto Login Fail	1	Negative
2264	??	What happened to the English option?	1	Neutral
2265	Awful update	Where is English?	1	Neutral
2266	Icon nya jelek...	kalau bisa icon nya diganti ke yang lebih bagus	3	Neutral
2267	Di update dong!	Sebagai pelanggan Telkomsel saya merasa perlu apps ini. Tapi dari segi UI dan UX perlu diperbaiki lagi, karena ada beberapa informasi yang membingungkan.	1	Neutral
2268	Tsel	Baguslah pokoknya mah	5	Neutral
2269	Really Oldschool App	This app needs a new look or interface at least support for iPhone 6 or 6 Plus.	2	Neutral
2270	Fix bugs	"It doesn&#39;t log me in automatically anymore. I don&#39;t know where I can get &#34;token&#34; or password from. If I get one, it&#39;s only temporary. How to fix this?! Or fix this please!"	2	Neutral
2271	Segalanya jadi lebih mudah.	Beli paket internet, nyari grapari terdekat, cek kuota dan pulsa, transfer pulsa, semuanya jadi lebih mudah dengan MyTelkomsel. Aplikasi yang berguna. Goodjob!	5	Positive
2272	Mediocre with ugly design	hoping the new update will feature ios7ish design but no, still the same ugly interface. You guys sure can afford a proper designer	2	Negative
2273	Gagal login	Tolong diupdate lagi aplikasinya karena ribet harus dial *323# dulu.harusnya kan automatic detect nomer kita.	1	Neutral
2274	Validasi kok terus?	Apps bagus tp buat ipad harus gonta ganti kartu.	2	Positive
2275	Buruk!	Terlalu sering meminta token konfirmasi. Sangat mengganggu	1	Negative
2276	Lumayanlah	Tampilannya masih kurang premium. Perlu ditingkatkan lagi biar lebih keren.	4	Neutral
2277	Tampilan bagus dan menarik	Tampilan yang jelas bagus menarik dan informatif. Cuma ada yg menggangu saat sudah tidak pakai wifi masih tampil layar isian no telp dan password	4	Positive
2279	Belum bagus	Apps ini bs d manfaatkan, namun Sepertinya tidak praktis kl tiap mau login hrs pake token, buang2 pulsa aja. Trus ini mau transaksi cm dpt jawaban sistem sedang sibuk, halah sia2 pulsa n waktunya	1	Negative
2280	Worst app. Ugly interface.	Not modern. Payah designer app nya norak. Bikin jelek gitu. Harusnya sih bisa lebih bagus dr tampilan dan lain lain nya.	1	Negative
2281	token token token !	"token yang anda masukan salah terus, aplikasi berjalan sangat lambat, keterangan sisa kuota kurang akutay
tolong perbaiki"	1	Negative
2282	Not bad	"Sebagai pengguna biasa, Lumayan. 

Sebagai developer apps,
Apa-apaan ini? Web app, di bungkus aplikasi native? Males banget developernya. 

Sebagai UIX designer, interfacenya ga intuitif, bikin bingung. 

Sebagai fanboy Telkomsel,
Udah untung disediain aplikasinya loh. 

Sebagai diri saya sendiri,
Ini telkomsel pasti rogoh kocek dalem banget buat bayar developer nih. Hasilnya masih rata-rata. Mudah-mudahan ada update dalam waktu dekat."	3	Negative
2284	App	Baru nyadar ya telkomsel betapa pentingnya app ini,,terutama pengguna iPad,,,	4	Positive
2287	great	aplikasi yang bagus, cuman sering tanyakan license agreement berulang ulang..udah agree, close, buka lagi, agree lagi.. hahaa.. mudah mudahan ada perbaikan	5	Positive
2290	useful, but definitely needs improvement	bermanfaat banget buat yang pakai iPad, tapi masih buggy n agak lamban. bener2 masih perlu ditingkatkan lagi dari segi interface.	2	Neutral
2291	Perlu perbaikan lagi	Coba dibuat seperti versi webnya dimana tidak perlu token untuk login, tapi dengan pin yang sama, sehingga tidak perlu sms token tiap kali mau login	1	Neutral
2292	Yang ditunggu pun tiba	"Bagus, simple, informatif &amp; mudah digunakan.
Sangat membantu sekali.

Terima kasih Telkomsel"	5	Positive
2295	Great App	Mantap! Sangat berguna terutama bagi pemegang ipad yang tidak bisa mengakses USSD dan SMS.. 5 Stars.	5	Positive
2297	Update	Sangat sulit buka facebook,padahal speed kencang banget.mungkin ada bug di versi ini.	1	Negative
2298	Fix it	Still stuck loading in latest version on 5s	2	Negative
2299	Good and helpful app	Very helpful for three internet user, simply buy a package, check the amount, very easy	5	Positive
2300	Good application	Simple program for member tri	4	Positive
2301	Ribet	"Notifikasinya gak mau di delete ... 
Loadingnya lama 
Package nya gak termasuk PPN 
Dan spesial package nya gak pernah ada 
Appsnya dibagusin lagi donk 
Kalo bs pake graphic data usage biar fair"	1	Negative
2302	Luthfi	Istimewa	5	Positive
2303	rate	good service,	5	Positive
2304	?????????????????	"Udah jelek bikin repot lg. 
coba org tri sendiri yg pake! Pasti commentnya sama dgn sy. Apa tri ga punya duit ya untuk bikin app bimatri yg lebih bagus dari ini?"	1	Negative
2305	Good!	Applikasi keren euy!	5	Positive
2306	Crash	Apps crash running	1	Negative
2307	I need this app for work, but...	bandwidth untuk upload nya di naikin lg donk.	5	Neutral
2308	Belum support HD	Aplikasi baru, tapi udah ketinggalan jaman. Masa hari gini belum support HD display atau retina display. Animasi dan iconnya belum high ress. Dasar yg bikin org indo.	1	Negative
2309	Sangat baik APP nya	Adakan undian di APP ini bos biar seru..makin rame pake sulasTRI..yang paling penting dijaga kestabilan Internet nya ..jgn cuma kejar pelanggan doang kualitas diabaikan :) cayooo buat sulasTRI	5	Positive
2310	Ke 3 ??	Wahhh tambah berkembang aja nih 3. Tambah sukses dan tetap majukan internet murah di indonesia dengan kualitas ????????. Tp kok sekarang gak sekenceng 1th lalu ya sekerang kecepatan internetnya melambat. Ayo dong 3 di perbaiki lagi biar berselancar tambah mantab.	5	Positive
2311	Keren si... tapii kok..	"masi belum kalahin internet.tri.co.id
lumayan si, tp kembali ke fungsi !! kok adanya cm paket Kuota Reguler ++ ?? Paket kuota Reg 5 Gb nya man ?

Nama nya aneh ah ??, logo nya jg aneh, Knp kaga pke logo nya 3 aja ? kaya app nya Three uk ? 

ni masa iphone ada paket bb nya segala ? emang bs buat bbm apa ??, malah paket kuota reg 5gb kg ada.. adanya ko cm ++ ??"	3	Negative
2312	Tri emang mantep	Mantep nih min app nya, jd gampang cek kuota dan lain lain	3	Positive
2341	Ngg bisa login	Saat proses login langsung kembali ke halaman awal, status masih belum login. Username dan password dipastikan sudah benar	3	Neutral
2342	Laris Manis Josss	Jualam di tokopedia , dagangan ku makin laris manis Josss	5	Positive
2343	Aplikasi handal dan terpercaya	Sistem yg pinter sudah dipikirkan secara menyeluruh, rekening bersama membuat penjual dan pembeli merasa aman.	5	Positive
2344	Tidak bisa login kembali	Setelah update ke versi terbaru , tidak bisa login lg, tolong diperbaiki bug nya.	1	Negative
2345	Great	Great	5	Positive
2346	Mantap	Apps yang sangat membantu org jual beli barang.. Mantappl teruskan.	5	Positive
2347	Recommended	Bagus banget and mudah pake nya????????	5	Positive
2348	Helpful	Mudah digunakan dan sangat membantu	4	Positive
2349	Sipp	"Baguss..
Tinggal ditambah pengiriman kilat aja"	4	Positive
2350	Aplikasi Yang Bagus	aplikasi ini memudah untuk penjual maupun pembeli	5	Positive
2351	Please fix	Barang yg berada di gudang tidak bisa di remove dari whishlist, selebihnya bagus..	4	Positive
2352	Mantap	Jualan makin oyeeee	5	Positive
2353	Good	Aplikasi yg bagus, Jgn lupa belanja di cantik beauty care Yaaa.	5	Positive
2354	Easy to use	simple dan sangat user friendly	5	Positive
2355	Very simple	Sangat membantu buat jualan ataupun pembelian	5	Positive
2356	Crash!!!	"Setelah melakukan update yang description di app store nya terlalu pede dan banyak menggunakan &#39;!!!&#39; Nya ternyata crash setiap tap untuk melihat detail produk melalui halaman utama (hot items toshiba flash disk contohnya, lalu di tap salah satu yang harganya 40rb) langsung nendang keluar

FYI. Iphone 6 ios 8.3 thanks"	1	Negative
2359	Keren	Aplikasinya ringan dan sangat user friendly.	5	Positive
2360	Keren. Easy to use	Keep up the good work. Utk review baru blm ke update kayanya	5	Positive
2361	Great apps buat Topper :)	Sangat membantu seller buat kelola toko di tokopedia. Saran buat developer : kalau bisa topads juga bisa diatur lewat app ini	5	Positive
2362	Akhirnya ada di iOs	Seneeeng banged Tokopedia ada di Ios cuma ada bug nih pas upload foto kedua apps selalu mental berkali-kali tlong di perbaiki please Tokopedia	4	Positive
2363	BUG!!	di iphone 6, kalo nulis diskusi loadingnya seabad.. malah kadang gagal.. notifikasi tidak muncul pada saat berada diluar applikasi( hanya di dalam aplikasi )..banyak gambar hilang.. pada fitur filter bagian harga, pas mau ngetik, harganya ketutupan..tingkatkan lagi ya (yang katanya dapet suntikan dana 1,2trilliun)	1	Negative
2364	Bug iphone 6	Sepertinya ada bug nih karena kalau tulis maupun buka review lama sekali.	4	Negative
2365	I'm a Libyan using tokopedia ??	"Aplikasinya mantab sekali tp tolong add Indomart payment dalam sistem pembayaran .
Thx"	5	Positive
2366	Finally!	"Akhirnya tokped hadir juga di iOS &amp; memantau olshop Toko Anak Muda juga makin gampang. Thanks ??"	5	Positive
2367	"Bagus &amp; mudah"	Akhirnya app ini muncul di ios. Sangat membantu dan mudah dioperasikan. Good job!	4	Positive
2368	kaoscoc.co.id telah mengunduh app ini	"kami segenap crew kaoscoc.co.id dengan bangga telah mengunduh aplikasi ini, bila kalian juga mengunduh aplikasi ini, jangan lupa untuk berbelanja di toped kaoscoc.co.id

hidup tokopedia, salam seller !!! tiada hari tanpa promote produk."	5	Positive
2371	Tokopedia memang top!!	Akhirnya keluar jg apps tokopedia untuk iOS... Jadi bisa memantau jualan lewat iPhone.. Thanks tokopedia.. Semoga apps nya membantu :)	5	Positive
2372	Cool app	Sangat bermanfaat. Berbelanja jadi lebih mudah.	5	Positive
2373	respon sangat pelan	saya sudah unduh applikasi ini dan sdh dinyatakan sukses utk proses login,tp saat mau masuk applikasinya koq nunggu lama untuk kebuka halaman pembukanya	1	Negative
2374	Tidak support iOs tua	"Saat ini tdk bs d gunakan pd iOs versi tua, katanya tidak lg d support, tlg diupdate agar bs d gunakan lagi, masa&#39; hrs ganti hp agar bs pake aplikasi ini? Thank U"	1	Negative
2375	Bugs	Masih ada bugs saat hendak merubah tgl lahir di profile tidak bisa. Mohon di update	3	Neutral
2377	Awalnya baik2 saja namun akhir-akhir ini sepertinya appnya tidak berfungsi	Awal mencoba di tahun 2014 memang semua masih baik fitur2 berjalan. Namun di 2015 sepertinya app tidak berjalan. Karena jadwal kereta justru tidak ada sama sekali. Mohon diperbaiki terima kasih	2	Negative
2378	Simply apps	Smuanya jadi serba gampang. Hehehhe	5	Positive
2379	Awesome	"Keren nih cari jadwal tinggal lewat handphone..

Saran dong, stasiun asal sama tujuan nya di buat grup perkota.

Overall lancar jaya.."	4	Positive
2383	Aplikasi berita paling keren	"Aplikasinya bagus, tanpa iklan bertaburan dimana&#34;. Dan semua isinya &#34;PANAS&#34; saya suka. ??"	5	Positive
2384	Simple	"Look simple but informatif.,kolom khusus bola&#39;ny d bikin kya web bola.net dong biar lbh asik.,thx"	3	Positive
2385	Mantap	Mantaaaap aplikasinya	5	Positive
2386	Aplikasi bagus	Aplikasinya dapat dikatakan bagus. Tampilannya cukup cepat, akan tetapi disayangkan tidak ada menu untuk menuliskan komentar. Kemudian, saya harap pemilik program dapat memperbaiki sistem tanggal, kerena hanya tertulis 1 januari null.	4	Positive
2487	??	Loading bukti transfer terlalu lama, jadi logout sediri. Setelah login kembali bukti transfernya tidak ada. Kecewa, karena bukti transfer itu penting!	1	Negative
2488	Transaksi ditolak	Transaksi ditolak wae pas trf naha sih? Harita pernah bisa, ayenamah kudu ka atm wae ripuh	1	Negative
2490	Awesome!	"Simple, intuitive, work well!
The only drawback is limited functionality, pls add transaction history.."	4	Positive
2491	Perfect, works like a charm!!!	Sempurna, gak usah didengerin review sebelumnya, mereka kayaknya ndak bisa mengoperasikan aplikasi ini atau mungkin internet speed mereka ndak reliable.	5	Positive
2492	PLEASE UPDATE	Gak bisa transaksi di ios 8 hanya check saldo aja.. Please update	1	Negative
2493	habis update makin parah	kecewa ??	1	Negative
2495	Crash	Aplikasi ga terlalu banyak perubahan, butuh pembaruan. Masih sering crash ketika aplikasi atopun login. Payah! parah! Sayah!	2	Negative
2497	App Terburuk	App ga pernah di update,update dong..kudate ni mandiri	1	Negative
2498	No 1 bank in indonesia = the worst bank apps in the world	"Ga banyak yg di review, dr judulnya udah ngejelasin semua...
Ga update, too many bugs,always crash,late report..
Tp sangat berterima kasih sama yg buat apps ini, krn saking seringnya apps ini ngaco, saya jd sering berolahraga jalan kaki ke ATM terdekat yg jaraknya sktr 200m...lmyn olahraga...keep up the lousy work... Mungkin 2 bulan lg saya bs kurus...."	5	Negative
2499	Tidak bisa digunakan	Ni app kenapa udah di update makin parah. Terus Sangat lama respon perbaikan bug di mandiri mobile	1	Negative
2500	di upgrade malah payah !	"tolong donk yang bikin apps yang becus ! masa mau aktivasi ulang aja lama harus berkali&#34; ! 
kerjasama server pihak mandiri mesti dipercanggih lagi ! agar tidak bentrok dengan operator nomor handphone !
developer aplikasi dan IT mandiri maintain yang becus !"	1	Negative
2501	Not working	Setelah update, crash terus, transaksi paling ringan seperti isi pulsa ja gk bisa..	1	Negative
2502	Payaah!	Diupdate makin parah crash-nya!!	1	Negative
2503	Auto Logout???	sekarang aplikasi nya tiap terima sms OTP langsung kembali ke layar awal / ter-logout... mohon segera diperbaiki, karena sungguh mengganggu setiap kali mau transaksi harus download ulang terlebih dahulu (aplikasi ini hanya berjalan sekali secara normal, setelah itu harus download ulang karena setiap terima sms OTP langsung muncul bug logout nya)	1	Negative
2505	Upgrade Dong	Tolong di Upgrade Untuk secepat nya, karena aplikasi selalu eror	1	Negative
2506	Need full upgrade for ios 8	Masih belum ada perbaikan utk IOS 8????	1	Negative
